PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,PF10,PF11,PF12,PF13,PF14,PF15,PF16,PF17,PF18,PF19,PF20,PF21,PF22,PF23,PF24,PF25,PF26,PF27,PF28,PF29,PF30,PF31,PF32,PF33,PF34,PF35,PF36,PF37,PF38,PF39,PF40,PF41,PF42,PF43,Cluster,Label
7.677072065,-1.445477144,17.03811713,-5.086566239,-1.116516491,4.962904633,-8.16401624,-0.236281388,5.057458145,-0.361719694,7.583853572,2.651616069,6.472236426,3.905980984,-4.129022911,-0.461229959,0.330952782,3.411217544,-3.442339065,-2.657330438,2.63684342,-1.024147115,2.811458163,-0.570661013,3.759261679,-0.76740645,0.21895448,-2.914960075,2.951379198,1.831468291,1.39723188,-0.209517651,1.053410484,-2.191610498,-1.992984577,1.519022358,-1.219882645,0.320901078,0.518376971,-0.068459424,-1.116718308,0.530621246,0.286475967,9,1
0.091782133,13.06079521,3.670220452,10.51388728,-0.362308951,-7.612388834,-4.042681876,0.51581831,7.287425512,1.492299332,-4.721433838,-9.748600743,5.114847542,-0.816030889,-1.199232096,1.228703179,-4.708406526,3.208969767,2.200497392,0.298804986,-1.55382188,1.701356485,-1.852361805,-0.125137607,3.280643567,-0.661552215,3.725678352,1.72271465,-1.177575569,-0.510138332,1.855768352,-1.616290421,1.182558718,1.12228384,-1.222463699,-0.757660893,1.715650984,-1.989932418,0.58378321,-2.04354601,-1.461628292,-0.829201877,3.569428007,6,1
0.751471909,4.126813189,11.90054333,-4.29780517,-7.607151261,-10.11193812,-0.645878776,3.681217078,-3.834559363,3.650303677,2.229135258,-0.277964675,-0.674738197,-0.713178955,3.705955627,-0.692524891,-1.403012166,-0.9152537,1.554223884,1.231413075,-1.271665294,-2.740357586,0.950166907,0.77806429,-2.351792094,-0.750773661,-0.141738619,0.84964454,-1.046709393,-1.223061347,-1.797269914,-0.058644722,-0.068342695,0.681041355,-1.865746856,-0.395637862,-2.239511807,2.720104811,1.16831475,-0.593062097,2.208853829,0.383531836,-0.154490297,9,1
3.834796508,14.4661189,6.464844813,-8.189668234,-6.191135566,-1.180416892,-5.791606864,1.709651216,0.023088563,3.54999077,0.196670388,-2.571435687,-2.984066082,0.612410067,-0.429931534,-6.223087044,0.379551602,-5.451441632,1.744112594,3.005631743,-2.292088805,0.837005501,0.084698633,-0.119886738,4.74186877,3.51056079,-1.696767107,2.028532505,1.214038976,1.680969637,1.725257294,0.419977963,0.990262608,-0.672299611,-2.379756231,1.26571447,2.479961759,-0.228121775,-1.398102476,0.506238684,2.40073242,1.279997256,2.380197909,9,1
-3.57361868,5.523222996,12.39224935,-4.254808182,-7.520350676,-7.081978992,-0.327422854,2.083697118,6.987880969,1.547642525,0.659826165,-0.222367093,-1.655607653,2.461167297,5.012793834,-2.586030141,3.545958708,-2.430946959,-1.285816551,-1.013785037,0.670572908,-2.72482942,-0.352056468,-0.43402287,4.784058158,-2.44528006,-1.39516857,1.174549207,0.722488126,1.999581665,0.633141132,2.822119124,0.258908288,0.089038507,-0.77237367,-1.866082844,2.750037629,2.360167967,1.456320386,1.655250152,0.73010124,-1.934292229,0.438845745,9,1
4.031722512,5.152254189,6.37783854,-10.72880533,-7.560356217,-7.312886118,-0.664361163,2.464279974,-4.364816934,4.759448182,-1.572281586,-1.399483207,-3.161854665,-2.831301621,2.478396771,-0.410397313,-3.402988721,-0.139519035,3.786355748,1.869442385,1.251139056,-4.156190816,0.75663063,2.298360916,0.405298722,-0.912469788,-1.056338941,0.488790279,2.276503175,0.199429516,2.229766202,-0.266543668,0.086886641,1.97670352,-0.40428567,1.628369338,0.139381103,1.315024967,0.06940848,-1.264838293,0.022795585,1.353985618,-0.098457572,9,1
-1.837868991,8.185135692,-2.140018206,2.49909521,-2.961253668,-12.17273457,-3.259715038,3.493868607,-4.515734352,5.173175379,-2.438109796,-6.193280066,-0.781757821,-0.555385162,-0.164116822,3.12643215,-4.542822608,2.818202082,-2.073721367,0.082947362,-1.060711478,-0.9366886,-3.870676525,2.584012581,-0.062259441,-0.601810953,3.29847902,0.230861067,-1.243699711,-2.891068198,-0.160925514,-0.096225027,1.975904719,0.127258738,1.206004487,-0.566240973,-1.516145172,-1.911005343,-3.054240991,2.41064434,0.973660212,1.476116771,0.481745599,6,1
12.12476138,-1.388202849,10.2248646,-5.107245462,-2.42436332,-0.961145703,-2.291552094,1.206602342,-5.940585593,2.82322558,6.378944967,-0.657537506,2.210289549,1.339302931,-1.412858899,1.69803788,-0.670712928,2.682751589,-0.622149478,1.990089288,-0.736876102,0.337530544,-1.119963915,0.916232465,1.134547487,2.836773735,0.10420866,-2.884948964,0.397743161,1.9848621,3.298614729,0.410842046,-1.130334723,-1.101851398,-0.643606052,3.385782322,0.577888322,-0.235127872,-0.55417774,-3.431471442,-1.525711234,-0.537059078,-0.161368546,9,1
5.433638374,1.344927956,12.81897776,-4.208008861,-7.773722547,-7.139058146,6.433863125,3.35602824,-4.203074637,1.940802248,2.966314641,4.546574194,1.573454784,-0.71962215,1.606167592,-1.068613217,-3.250384022,1.345249789,2.908259273,0.88315741,1.831789904,-1.980915883,1.522997541,2.087978201,-0.874501756,-1.416268958,-1.28997041,-2.18214224,-0.105573946,-0.416999208,-0.741496631,2.032947078,1.516429821,2.179779507,1.848320316,1.386664509,-1.71795951,0.470828277,1.544051871,-1.464678515,1.937259001,-1.520166398,-0.464745428,9,1
-2.306855607,1.28929956,6.409124353,-12.6135945,-10.03357483,-8.083539674,1.023175065,3.133822758,-4.440685707,6.378478758,3.075201772,0.883360256,-5.293053654,0.404439859,0.392050327,2.846003622,0.608472638,0.553843399,2.041252841,0.493208888,1.498817506,-1.188568464,-1.204925633,1.895418231,1.329966957,-2.395350873,1.290133187,-1.174191123,1.146910877,-0.06364844,1.197362619,0.737336772,-1.349413175,-1.353527914,1.293460533,-2.074861187,0.198611246,0.732176901,-0.723042157,0.95345838,3.946458054,-0.203893181,-2.407520044,9,1
-4.71914487,8.973543547,10.96195259,-8.375989453,-8.435665833,-3.899543714,-1.454258817,2.413516698,1.104781678,5.672057165,-1.030710287,1.739160992,-0.714131792,-0.184915056,-0.20984386,0.476064007,3.176450238,-1.92248078,-1.33334937,2.515654593,1.888056114,-1.020059749,-4.889988017,1.547350798,0.965292151,0.406537501,-1.191401035,-1.43114171,0.198226607,-1.175822197,-1.472049865,0.27859409,-1.854112315,-1.4928559,2.842518649,-0.53230464,1.877791505,-0.49053379,0.402811593,2.641840874,2.606275758,-0.736514951,0.699188704,9,1
3.494615428,6.038216623,16.92633607,-5.762020589,-5.294621551,-5.702697164,-0.742881969,0.689498159,0.689097961,3.276957611,1.082217319,2.411229968,4.030202852,-1.105844883,0.915249112,-4.284202453,0.976958024,-2.323311103,1.678051863,-1.471626265,1.197788083,-0.898298147,3.264690574,-0.869632103,-1.887974516,0.714645902,0.101884238,0.439432495,-0.843914544,-1.532100055,-1.304716966,0.74643875,0.289382804,-0.382926569,-1.67651327,-3.041130684,1.115646516,-0.040644116,-0.629107181,0.06099524,0.167683244,-1.044601109,-0.010196226,9,1
7.374443906,3.496164456,14.6122352,-6.863074818,-6.759012726,5.942830731,-1.754298117,-3.850445577,1.838796809,3.795034218,-3.261966427,6.674989662,4.904075301,-5.090986538,-5.573313678,-1.994990563,1.321414837,0.305900004,-0.039018442,2.108853134,3.716940514,-3.868266023,2.50490163,-2.20160869,-5.223655672,2.199718822,0.648917607,2.321453048,2.414359515,0.008634044,-2.84216984,-2.106489482,-1.442557738,-0.033012988,0.616747096,-0.872997991,1.80720406,0.55828385,0.220842729,-1.606417315,2.429768143,-0.790983749,2.007802951,9,1
4.504192138,4.332447079,13.19152381,-4.389683677,-6.389393432,-9.973411474,-3.759912802,1.423347941,-1.764587015,2.836616761,3.545219922,-0.73972324,-0.596365026,-0.68640182,0.587445334,1.773984313,-1.280059607,-0.044847894,-1.09501971,-0.96596153,-2.981465834,-0.135397276,0.614112992,-1.902593409,1.527129844,2.701117394,-2.510016311,0.366745186,-1.734361318,-3.841248478,1.31706397,0.466283886,2.179477015,0.00315326,1.544008487,-0.641433816,1.352439137,0.598193184,1.573077604,0.597069852,2.122615058,2.268035724,-1.098760568,9,1
1.841932503,8.818699622,17.69780539,-2.129538258,-1.783089033,-4.075107325,-1.340780796,0.026135023,3.979775653,-0.585217221,-0.410150641,1.913557454,4.542842464,2.432221858,2.566918555,-5.439699006,1.3254127,-4.730326744,-2.074958984,-1.954841169,-0.091112269,-0.681722273,3.210202939,-0.166850277,-1.886076588,0.97905015,-0.183198274,2.388052263,0.838505471,0.943487689,-1.29562732,1.027377607,1.729601404,1.900088334,-0.446966279,-2.606443448,2.547670849,0.732222451,-0.479745316,-0.290667112,0.193965296,-0.558986755,2.713530056,9,1
-1.822455496,10.56780451,9.963158623,10.56243734,1.665417666,-3.841504958,-1.537455443,2.072125492,5.413378833,-1.120265497,-1.584675334,-6.924917928,8.042429142,1.682942878,1.471640694,-3.410675953,1.579048839,0.443026028,-2.335637951,0.599897171,-1.32998728,0.991027431,1.743316233,-0.309465455,-0.717481605,0.265873281,2.404234383,4.389380992,1.075810436,1.529481508,1.541957759,0.805153554,-0.616480273,-0.910816454,0.279272792,-2.104637459,1.760157738,-0.111710944,-1.248827059,0.908265816,-1.012779578,-4.066994902,2.832778299,6,1
8.610112135,2.318261808,8.114737222,-5.054725274,-5.90556782,-10.33757423,-1.69387116,0.924560395,-3.7681952,3.132023338,4.338571246,-1.920568576,1.916513233,-0.626838774,-0.789956742,-1.690891373,-2.074218514,2.181071234,0.789250506,-0.079738044,-1.162619262,-0.228141936,3.312265198,0.171475762,1.403799269,1.94389097,-2.090885179,-2.138622528,-1.303005949,-2.827383404,2.307928593,0.125791421,0.636333149,-0.537268837,1.061238411,-1.758818884,0.706326207,0.467749201,-0.582592533,-1.444531576,0.575490505,0.284651503,-1.217235479,9,1
10.00320576,6.146780103,2.467375277,-9.516581485,-8.680979454,-3.419128146,5.811550581,2.476015687,-0.773277987,-1.014266932,-4.946499939,3.73903603,2.204127127,-5.735976089,-0.60452351,-0.572385322,-2.328969166,1.997075272,0.561518848,0.211825312,1.698989863,-1.565095276,1.408241665,0.999911716,-2.136629348,-0.955787692,0.571603598,1.355673218,1.790150481,0.060771572,0.754371455,-0.5924733,-1.163062548,-1.64793283,0.584969463,-2.537941963,-3.092916986,1.201346556,-0.391397741,-1.559097313,-2.420584052,-0.43552877,-1.091761271,9,1
5.29481033,6.814843023,16.37025548,-10.47962542,-7.347944934,-2.600317524,-3.508689559,-0.703349454,6.334064462,5.151746136,-0.355431012,2.97278546,-1.72501321,-0.42095736,-1.450508646,-0.651867825,-1.075221057,-2.078687476,3.348840921,0.134261336,1.122383837,-2.162647712,0.141811988,-2.493547535,2.723691752,-0.470759095,0.91566168,1.626285282,2.072406611,1.863421909,2.745154747,0.922030731,-0.709591746,-1.214488344,-1.686680712,1.832534339,-0.431784984,-0.358538216,-0.79262387,0.840829572,-1.190212471,2.309904281,-0.009964574,9,1
6.033354849,7.349775687,12.75034976,-7.791563087,-8.861397837,1.48654087,-1.059908221,-3.286974686,0.313967535,1.396220641,-4.836635351,4.233650349,4.043460678,-7.605007035,-6.142070805,1.24538101,-0.197950403,0.481769374,0.905755308,3.102237951,2.298208747,-7.154355575,0.015268899,-3.187632877,-1.694603171,2.870229176,3.081968552,0.452161118,-1.544413847,2.098402837,-0.162516722,-0.68850129,0.023501371,-0.652730185,-0.49943208,1.938937338,-0.024766976,-1.150610154,0.910685011,-2.837123645,0.542620116,0.181719152,-0.524981254,9,1
4.838813659,12.31257606,-11.46529316,-7.926285516,-6.657503608,2.76066629,9.31882965,5.278105225,13.54411502,2.331244107,-7.25727147,2.223038844,6.801692419,2.109040315,-3.567726133,0.050034283,-3.706580819,6.160684654,-3.170498277,1.650222948,1.874681897,-1.043603845,1.678673291,2.97244731,-2.988536802,-4.043081577,-1.760522377,0.649661671,-1.335673884,-1.548234622,0.372502917,-0.756867078,0.20171613,3.624041163,3.464433565,-0.228108045,-2.045060436,-0.192693061,-0.686512095,1.415081166,-1.860968679,0.126940186,-1.154188763,2,1
-2.948082367,11.17973278,11.94225467,-10.63011359,-7.954395817,-2.881259285,-3.437600703,1.143725549,0.344881829,1.89530902,-0.10068226,2.428596237,-3.015654686,1.73016573,0.310938889,0.016754435,3.845605284,-4.247722912,1.910267405,1.645258594,-0.645700644,-0.020258475,-2.638382223,2.442096483,1.129558719,1.080432954,-1.922283243,-0.093667203,-1.400990853,2.879116572,-0.80659209,-2.536505038,0.958222788,-0.679407246,-2.079262487,-1.107875073,0.404971663,0.064928968,0.601425812,1.650772643,-0.527579517,0.111463556,-0.740844577,9,1
6.033944923,6.282783133,12.46790946,-12.43157232,-8.489358705,-2.734210432,-3.721960671,0.198378851,-2.354163619,6.473005055,-1.067046077,3.83124356,-2.923717377,-2.507721891,1.056297536,-1.456487598,-1.491064716,-2.153875021,2.990250454,0.663922484,1.187527394,-3.58934136,-0.821558747,0.528152256,-1.692355091,2.214273442,0.295033111,0.012831357,2.204375463,0.564860654,2.662325604,0.306618709,-0.829006551,0.433059097,-2.658015791,0.976916272,-1.5342388,0.736093856,-0.468825595,-0.882697453,-0.922521232,1.894780638,-1.096433172,9,1
9.283808031,-0.352063441,13.93031669,-4.06792065,-5.546093803,-7.210706553,-4.996673615,0.351692182,-0.839884874,6.033272896,7.962880241,0.313581357,1.927378265,3.648743266,-1.271028268,0.477106908,0.723121937,1.36852458,0.457657448,-0.327760161,-2.708885294,3.58905424,1.832113743,-1.728027435,-0.875049618,2.753432678,0.216620872,-1.07423318,-1.406218587,-0.085201654,0.381595864,2.868567359,1.226317988,-1.277402118,1.349336766,2.55774822,-1.050166829,1.727858848,-0.644042532,1.389679243,-0.359917106,1.650670012,1.659384619,9,1
8.775114713,2.129131425,15.37358301,-6.78056353,-7.264973377,-6.342572826,-3.152687404,-0.322755709,-1.158786071,3.55156938,5.181095728,5.094786248,5.130703897,-0.939761485,-4.154822314,-2.403487963,0.815577539,-0.09440738,2.365785961,-2.256901705,1.156826342,-0.261199829,4.491507097,-0.053379355,1.925465189,2.322782943,-0.016651102,-1.660995997,-0.15852455,-2.736511708,2.797305314,3.407342218,-0.407680713,0.989757601,1.536890402,-0.907034365,0.643415681,1.07695098,0.219272184,-0.09957889,0.78489379,0.496117398,-0.857575275,9,1
-0.761821785,4.876497551,6.021463191,6.079915895,-4.183430463,-13.85141576,-0.693414656,1.620658618,-4.184651566,2.397062256,-0.719413869,-2.640449743,2.750595693,0.398396155,1.456605259,-3.517467807,-0.999849907,-0.440421193,-0.456446881,1.995698514,-0.681087279,-0.228577476,-2.063572862,0.292973806,-1.572141997,-1.364259045,0.617993483,1.637976153,-0.263241519,-1.144751093,-0.038147349,-0.402577781,0.562635339,-1.53126722,-0.312995492,0.525733293,-3.403027807,-2.416642115,-3.197461145,1.573927012,0.801318152,0.449905597,-0.560876333,9,1
9.345641616,1.395343741,16.99979069,-3.840195802,-5.084786078,-4.587123829,-5.289896342,-0.542054935,4.145085385,3.097694475,7.19811532,1.325848025,4.726542135,5.226674105,-3.315567083,-1.799584401,1.212636825,0.37951558,-1.421566854,-1.247567267,-0.050661114,1.452755032,2.741282443,-1.368032595,3.220912241,2.784945104,0.737229508,-0.560761144,0.86354242,3.026894159,1.621179877,1.742824363,1.973824096,-0.288867901,-1.09065919,0.190119516,0.501922367,0.74049631,-0.235471089,-0.870617051,-2.148664359,0.016614513,1.075936699,9,1
-1.705038195,10.30241084,4.507730094,16.09633724,0.598847428,-6.375189949,-1.894907589,-1.430062802,10.12633047,1.605240134,-4.011854196,-5.770653795,8.797281562,-0.3478345,-6.3732814,-1.255279085,-3.704571744,4.180405209,0.479837259,-1.371729109,0.585787375,4.786057691,-0.33728312,1.267838531,1.418368502,-1.752236135,2.094183535,3.454309331,-0.620311988,0.600683158,0.371506125,0.683284932,4.610045565,2.323541855,1.782324765,0.311700747,2.325543471,-0.33261545,-0.961248036,-2.813142736,-0.39291996,-1.243227973,2.570098468,6,1
-1.663855897,11.20785943,5.990932075,2.28364093,-4.867922678,-10.79387364,-2.719127091,3.056741157,-2.291468953,4.095043404,-1.679654255,-6.231206893,0.804206912,-0.404287321,4.248345579,-2.360549412,-1.790319663,-2.183244911,1.369549431,2.23290021,-1.26701801,-1.557348697,-0.180816615,1.536940723,-1.7807816,-1.087576595,-0.244337792,2.738488982,-0.473908273,-0.219764161,0.488410965,-0.153573274,-0.415604288,2.600374786,-0.843343178,0.423172872,1.044285482,-0.522951444,-1.031487181,-0.255246854,-1.489209371,1.478043126,0.334546599,9,1
3.016026648,1.211714851,14.02403295,2.661549953,-5.399795824,-10.49426267,-2.764128977,2.171845559,-0.98081806,4.849506007,3.848572775,-0.058533073,1.019962518,3.240904365,1.555439058,-1.527666223,0.161988192,-2.57177401,-0.486637519,0.440679401,-2.577605352,1.157110381,1.980750668,-0.341249529,-2.100752016,-0.190824249,-0.771366369,0.633557594,-3.026385185,-0.318625526,-0.00191087,-1.698751089,1.767947127,-0.955395649,-0.080935718,-1.595420835,1.189702804,0.939101869,-1.184502321,1.130720832,0.968975392,-1.266803892,1.036519436,9,1
3.897994664,2.23996657,21.39811111,-4.281474331,-1.000231413,5.750101771,-2.630360656,3.243504342,7.236222617,1.747700167,3.139964411,7.178897128,4.902398222,0.561605537,-3.827179834,-2.880334513,0.987330007,1.585506586,0.419114888,-1.283669744,3.609241279,-3.266852158,4.693128969,-1.539232913,-0.024887936,-4.296276769,2.273451742,1.639584356,3.390345393,-0.037813604,0.846662993,3.517692637,-1.111729103,1.668323251,0.552034262,-0.99933584,1.694085767,1.873336139,-0.524585815,1.213374547,-0.896525256,-2.053426603,0.56118514,9,1
-3.023656062,7.87147726,13.09792069,2.726458393,-3.861833611,-9.944113346,-0.36422194,-0.156607446,-1.587845356,1.690100393,1.185103619,1.47720738,3.604225944,0.743800793,1.251800552,-5.87244167,1.524398121,-1.465164004,-2.117802166,0.350251569,-2.084724054,1.247560168,-1.336900676,-0.299222444,-0.674701823,1.955173523,-1.573415651,2.189490828,-1.060179698,-0.660092821,-1.203806201,-3.936165822,0.519240848,3.034341828,-1.497279408,-0.707970513,0.223952807,0.463745442,-1.233181968,-0.443576464,-2.220218735,-1.386397743,1.541953676,9,1
4.606025022,1.232102468,11.51647739,-5.170387855,-7.828923765,-7.40196637,4.874848319,1.402199808,-3.926910607,2.744868791,0.127294172,3.097512168,2.561203358,-1.054562356,-1.245289979,-1.040861567,0.525915095,1.984335233,-2.240564581,-1.152619786,0.295429532,-0.650885847,-1.116516843,1.714741754,-2.477476396,0.473774935,0.156964196,-1.061869318,-1.738225752,-2.257838034,-1.60799375,1.297457319,-2.191710806,-2.988141108,0.234736515,-1.937526865,-1.185033356,1.409016273,0.171180207,-0.464233622,1.541572622,0.681035713,1.127012961,9,1
11.20481835,0.767961752,13.31880791,-4.984943363,-1.392240618,2.374905254,-9.717490824,-2.41401216,2.959043444,2.395346847,2.16070813,-1.188676144,5.079225926,3.563207561,0.064344405,-0.573132924,-0.592326025,-3.581483368,-1.726305251,0.891723396,-2.236310798,-1.304479622,1.478986384,-2.126407176,2.014893762,2.489226927,3.116579622,2.063799266,4.626482035,0.906368718,0.548125786,-1.523893324,2.983226078,0.094733242,-2.435131155,1.35803751,-0.434089224,1.103811544,-0.618349705,0.372666225,-3.890339667,-0.830990172,-2.25454675,9,1
2.875650594,3.321055732,17.08052812,-7.930721659,-6.947105215,-4.665858858,0.785671521,-0.506143345,-0.401754286,3.275172339,-0.128630642,6.90793031,0.031228987,-2.364877499,-1.596169498,-1.298980826,-0.170937671,-0.83863498,1.543245995,-1.049921937,0.729607617,-4.295772602,-1.223436255,-1.192159974,-1.573847509,-1.958896238,1.890743455,1.1856442,-0.21444877,-1.486232044,0.554507409,1.337552113,-0.189032238,0.281838064,-1.866728979,0.990936796,-1.221662535,0.572852459,0.97956278,-0.646515334,1.215475729,0.125511995,0.549462661,9,1
-5.308458212,12.17582216,4.034904876,17.42472985,-0.875831178,-4.994173492,0.515580304,0.214826923,9.267343456,5.53757015,-6.003224472,-3.996313025,9.69034723,1.464453324,-2.179797952,-0.939799448,-3.605517338,2.58816049,1.375445265,0.783655966,-1.199815152,5.313798659,-2.358115202,4.696258746,-2.635329919,-3.666746625,3.281319789,2.717933894,0.237363554,1.852052382,-2.552063915,0.556734622,1.552520853,0.756955681,-0.977341609,-2.297447921,-2.238927908,0.638414438,-3.355108258,-0.657289294,1.776659813,-1.399730346,5.30764757,6,1
11.82200623,0.636834789,13.13156748,-6.642914682,-4.954505079,-2.135485757,-4.852770855,-0.078022624,-2.118697127,3.597536994,5.828075677,1.499143288,6.327424506,1.530302464,-4.236329337,0.387438074,1.409126238,2.377760434,-1.515438524,-0.748142183,-0.820105444,0.881249576,-1.097874814,-0.469346049,1.095392353,4.940433044,0.088504845,-2.579259547,0.907566576,0.147624241,-0.352567676,-0.218740934,1.440266018,-2.202643543,-0.943303196,2.623597734,-1.784303584,0.047951898,1.32405233,-0.162726007,-1.404666116,1.150509605,0.023210906,9,1
10.74667141,6.540757406,8.981820975,-9.965012342,-6.629511243,5.734491305,-5.830199965,-2.898230518,3.453684947,6.990134146,-0.392425802,1.948615499,1.8714975,-7.263045517,-7.032294345,1.842746178,-2.07244824,-2.945674758,-1.058615065,0.555548328,-5.069628713,-4.429523137,2.37051986,-2.915432103,-1.330541745,3.094754191,0.835504762,3.290391839,1.263700776,2.72239367,-1.063177101,-0.066493106,0.731190011,-3.484422294,-3.825600818,1.678431898,-1.463955089,-1.106753766,-0.467839927,-0.723948335,1.968415263,0.098318076,0.278893476,9,1
3.487753403,5.764446921,11.97780974,3.274098857,1.004895988,-4.819704569,-5.492152819,1.219991084,0.127465589,-3.667381029,4.1700916,-5.673046529,7.68710295,4.39040424,-1.512894806,-2.653264114,1.26498919,-1.747785721,-4.34415806,0.726633674,-1.122289025,0.552238237,1.793222006,1.322134609,1.541234137,3.387268959,-0.183692886,0.92943251,-0.755325731,2.736376699,1.425299512,-0.871592521,-1.047866192,0.494119043,0.824762931,-1.747750239,0.509427883,-1.054438436,-0.801119804,-0.703195182,-1.429985182,-0.535655782,-0.318033022,9,1
-5.08967139,-1.166980643,5.024194938,-2.101155213,-7.438858635,-12.69330121,-3.954685557,6.345822643,-3.935714892,11.45806962,0.508357938,0.443546215,-3.875705786,1.668192114,3.797622401,2.956767267,-0.009345472,-0.763459209,1.254163981,3.701133164,-1.463142633,1.60765544,-2.815898562,1.637947216,0.216047914,-2.601102691,-0.71782448,-1.895730646,-0.076576654,-0.1997817,-1.644321132,0.043211034,0.537304745,-0.484998569,0.784414089,-1.344541205,0.572304653,2.324202025,-0.609270757,4.676502329,0.537030342,0.084050042,-1.554222825,9,1
5.326903806,2.189685273,13.6815463,1.393976436,0.900066114,-5.580250634,-7.380857141,0.358461696,-0.140902773,-1.080831382,5.825365059,-2.35738426,4.32071392,4.475878232,-0.245127386,0.425982296,0.856938966,-0.169947565,-2.390298315,1.593013046,-2.142189901,3.968319321,1.581838623,-0.836182585,0.890146427,1.569281324,-0.475155038,-0.522416875,-1.12353463,2.798275046,-0.331639213,-0.893225225,2.629552821,1.730206598,-2.310703543,-0.121552396,-1.276658037,-0.617923322,-1.326684464,2.924819956,-3.329672659,1.315435363,2.191804585,9,1
7.880421435,-1.110034038,14.25885534,-3.816306625,-4.531135548,-5.892661192,-3.631606032,1.405709313,-2.371217438,0.549607465,7.361560115,1.497013161,3.634463632,1.097723844,-4.195462933,1.687243511,-0.491582216,3.337277494,0.454799285,0.911662909,-0.942204514,1.031874664,1.605402997,-2.021676672,2.410650834,0.487428281,1.308390435,-2.790788673,0.247593827,0.911723536,0.312951708,-0.806725711,2.870429692,1.409707577,-1.124821749,2.247474336,0.859960742,-0.961271787,-0.76174397,-0.378198461,-1.204754722,-0.902813023,-1.207198024,9,1
-1.236864548,9.670170063,2.509034011,12.86331996,-2.601638547,-9.259828066,1.064430032,-1.611930824,0.986289195,1.713098074,-2.335486871,-6.296921885,6.076281164,-0.515895965,-1.798549596,-5.489582414,-5.259403543,2.763794676,1.961694879,2.081600495,-0.975224854,-2.3076024,-2.236982475,2.619247392,-1.112199077,-0.985960743,3.437239748,4.439899584,-2.08307479,-0.513938776,-0.749962749,-1.490806776,2.314828505,0.583118081,1.246412219,1.119871828,0.508341353,-1.700198697,-1.413966587,0.257300085,-1.630414128,-1.776835302,0.809518709,6,1
5.775041685,0.531704566,18.32428695,-4.973987096,-8.086621366,-5.411380368,-2.184267824,-0.020026967,2.13310191,6.103536096,6.670485183,4.107737977,1.309295109,4.353527163,0.191813886,-0.283013431,1.965611402,1.255471912,0.242673392,-1.701452675,-0.828403596,1.179025196,1.093949101,-1.278378814,-0.89733442,0.758367489,0.240810798,1.091513937,-0.558293819,-1.838145487,0.505549786,-1.380804531,-0.903320105,-2.119223943,0.939969392,0.22690889,-1.472855326,1.365171341,-0.728042934,-0.237598408,1.139709634,-1.735579069,0.315991271,9,1
7.607523073,1.092618471,16.22709589,-6.392329462,-4.640798559,-4.641615792,-2.965043625,-1.428414239,-0.644188531,4.117677419,7.191160502,3.93750632,2.20636587,3.036216876,-2.4824788,0.402326832,0.683761591,2.344655788,-0.415823511,-1.91106234,-0.497225463,2.532429118,3.224888605,0.272622102,-0.810755326,1.698164131,0.38125883,0.962988366,-0.456845702,-0.72729868,0.240551747,1.993417608,-1.838049391,-0.123523682,0.370982064,0.812861481,0.310494987,1.601422441,2.035122423,0.65139522,-1.544846901,0.724284934,0.44190522,9,1
9.337325147,-0.276384661,11.40935801,-6.152253782,-5.387612499,-6.149651399,-3.465566917,-0.502478159,-4.85873103,1.039893714,6.630848595,3.740753072,3.470186705,1.595200203,-3.914851803,2.679748508,-1.204076371,2.814956531,-0.991496301,-0.089764539,-2.540651422,1.182730113,-1.684150343,1.230354533,2.920338025,3.171796531,0.319957485,-2.018056455,0.035615023,0.61263921,2.8598381,-0.16627915,0.104769305,-2.028643182,-2.171311245,1.041346151,-4.231387742,-1.255782104,-0.317345038,-2.392191452,1.013149238,0.5781139,0.776866061,9,1
7.492504496,-1.016301145,16.77138516,-2.671042547,-2.253502751,-0.808337042,-7.042616704,1.331231058,4.570589957,1.071931011,7.185704986,-0.621435502,4.021613489,6.449380912,-1.059096201,-0.040521516,1.371923551,0.156539726,-2.832857864,0.286404481,-3.297550006,2.680495337,1.387051504,-1.071394816,3.676507952,2.110424068,0.64389629,0.388022349,1.314044211,3.414730534,0.798441505,0.484335379,3.134558508,-2.104447003,-1.589914413,1.429264095,-2.157040089,2.410723399,1.161564226,0.720848079,-4.377201156,-0.15514372,0.235306272,9,1
-2.303988986,9.2211218,15.40326053,-4.573800953,-4.870427596,-4.651970168,1.098113553,-0.855865146,3.263857181,0.996732135,-2.192778039,0.067589198,1.382767244,2.720698811,2.826600275,-6.291119872,2.461478548,-4.382650349,-1.479172031,0.865096587,-1.184558505,-1.185528177,-1.798848503,-0.173490037,1.615652449,-0.937063224,-1.114798778,4.105891217,2.392479622,0.099092132,-1.108109572,0.423237622,0.913222195,-0.291361737,-2.68379141,-1.745588649,2.655625256,1.611351854,1.751225378,0.375333582,-0.98435902,0.176964348,-0.576247039,9,1
