PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,PF10,PF11,PF12,PF13,PF14,PF15,PF16,PF17,PF18,PF19,PF20,PF21,PF22,PF23,PF24,PF25,PF26,PF27,PF28,PF29,PF30,PF31,PF32,PF33,PF34,PF35,PF36,PF37,PF38,PF39,PF40,PF41,PF42,PF43,Cluster,Label
-8.364119169,-14.16787574,-1.783088583,-3.423294105,-2.36331832,1.26004207,-1.771324135,4.967135089,-6.615506043,-1.074643163,-2.255602523,-1.526097599,3.212323279,2.513945199,-0.049672784,-0.356996399,-2.235403336,-4.19798588,-2.199468309,0.060190794,1.363866378,1.048761588,0.199270052,-0.019188039,-0.094706541,0.540999227,-0.784236996,0.739220219,0.952862378,1.694177984,1.788970502,-0.273388804,-0.260905292,-0.560419975,-0.761142256,-0.13101363,0.477635004,-0.188293165,1.017163434,-0.952892882,-0.980204616,-1.448962858,0.128104973,3,0
-11.34759332,-14.5774322,-2.026033863,-3.850251819,-1.149960162,5.30675094,-4.482825723,2.006969177,2.057187636,0.836253192,-0.460811171,1.20705699,-0.48801642,-1.201418941,1.208712438,-2.410477303,-1.151338785,2.601086425,-0.723028216,-1.781923467,-3.956090515,-1.946858778,0.380524908,-1.268632425,0.901260423,-0.543690057,4.098388771,-1.37303891,-0.767311893,-2.766149187,2.016031702,1.12747302,1.22431584,-0.349834829,-1.337326338,0.928757714,0.114200037,-0.734116554,-1.634714676,0.980040456,-0.563381098,0.154942798,-0.608525465,3,0
-10.48312703,-13.80108572,-1.975275295,-6.642074311,-2.954915867,5.081897933,-1.540381036,3.128437461,-2.02537888,0.271673923,1.64862426,-2.67752553,1.03422887,-0.954929306,1.666803225,-2.366135058,-1.140794919,2.325591854,-2.147316993,0.201326228,-0.794363777,0.151347754,2.013084487,0.725391897,1.043350588,0.618921428,-0.351990669,0.194309435,0.771494413,2.409337306,-0.528796819,0.594742033,-0.865576237,0.242538442,-2.047898622,-0.140914047,0.730004018,1.75611265,1.665064598,-0.915623197,-0.784228102,-0.713995149,0.589467654,3,0
-11.22208562,-10.29053015,-2.057348855,-5.428161624,-4.352949871,3.822991866,1.168572397,4.280787739,0.008459567,-0.766932325,-2.238538525,-5.704563594,-0.669153904,-1.470574306,-0.233643268,-1.263970639,-1.162555225,2.115985771,-5.069160636,-1.867519506,-0.796560787,-2.340334645,1.289657987,-2.738193272,0.427224116,1.538679472,-2.164918531,-0.94708771,0.418892572,-0.707681323,1.207678093,1.820608615,1.448825891,-1.839606544,-1.60958585,-1.672853181,-0.378740696,1.349927129,1.265450653,-1.297254177,0.615106098,0.435904164,0.27222384,3,0
-11.45545909,-12.06298196,-2.878683941,-0.879563446,-1.738371481,2.971837732,-7.508251412,5.351563071,-1.19987316,-1.205450079,-2.918430759,-1.247692553,1.896839129,-3.329352822,2.45507644,-3.126955231,-1.315402668,0.054226079,-2.379259403,-1.487811609,0.059069365,0.247997476,2.019707707,0.902120095,-1.612226575,2.323664727,-1.111354773,-1.896954832,0.558377673,1.575720056,0.724903618,1.332006497,-0.689832271,1.475256955,1.01218865,-1.223260318,0.693938339,-0.304844223,0.527479274,1.044246149,-0.613367741,-0.357257913,0.396817584,3,0
-9.77787444,-9.999798389,-0.333310881,-2.500643575,-5.840316229,0.668581492,-2.481625571,5.965781106,-5.076696289,-1.600669496,-4.22454943,-2.793792598,-1.995590339,-2.445050235,-0.816807072,1.037935331,-0.409629311,0.000744892,-6.879147822,-0.761605091,1.693663292,0.47802627,1.025319719,-2.639432522,0.365674722,-1.275515685,-0.716796409,-1.285867065,0.388628068,-0.795786996,-0.222226833,-1.654648546,0.474451456,-1.232090099,-1.065663941,-0.638246279,0.334365441,0.996277809,-0.241900715,-0.242496734,0.426253278,-0.212453083,-0.023407004,3,0
-13.00397384,-13.15075402,-1.985707291,-3.792494534,-4.597432802,6.738294681,-0.19885979,3.87852068,-1.12203928,0.968019064,-3.66330898,0.998393998,3.665269095,-2.996553578,-2.89668564,-1.593287835,-1.778992789,1.770257037,-1.741811396,1.538868672,-2.380518719,0.594126309,0.818717373,-1.330209222,1.867604503,1.121902024,-1.159512369,0.453005188,-0.957897822,-1.173686359,-0.361282563,2.320734848,2.121171859,-0.69365717,-1.656911705,-1.163848144,0.10155795,0.348334618,0.580561969,0.55542427,-0.112226126,0.243246733,0.015347359,3,0
-11.13136706,-13.38320171,-4.131393444,-1.910763502,0.115065585,3.627046053,-4.920679213,4.205985376,-2.19127021,0.950951805,-4.824302169,4.02888853,3.880267294,1.206759532,0.98831339,-1.757451781,-0.026686538,-4.198193002,0.685480048,-1.347779914,-1.144737884,0.350476239,1.038545934,4.814796356,1.791148213,0.743260897,-1.585214462,-0.509664235,0.605337446,-0.050745877,1.101429741,1.199720168,0.462045417,2.694953136,-1.376705363,0.930176291,0.117073898,-1.615460208,-0.636710275,-1.568853734,1.006300402,-0.939373178,-0.250652562,3,0
-13.12847092,-8.636853903,-1.542150707,0.922741056,-1.464326769,-2.093557851,-7.268738313,6.906655501,-4.810417927,-1.280697061,-1.525418507,0.651701981,0.978089592,-0.383253213,2.700764285,2.328242267,-1.588555995,-0.208050796,-4.158322668,-0.574427165,3.532506673,0.519291202,-0.032339359,-0.496530326,-1.949050989,-0.735718507,-1.074460937,1.159223597,1.769532184,1.887432437,-0.226075105,0.462716006,-1.390519121,-0.420455069,2.382105167,1.394860679,-0.715430963,-1.201799407,1.384031168,1.544962982,0.688491822,-0.500029002,-2.653604873,3,0
-8.535334694,-12.64176651,-2.591656791,-0.885434324,-0.122878483,4.781070327,-6.491451323,3.536250303,2.025476696,1.433577003,-1.589854045,4.644848997,-4.627305562,-1.174713655,2.122972444,1.143836283,-2.863950904,4.480386594,4.739281678,-5.198112945,0.79409786,0.440685575,-0.21525824,-0.740021922,-0.163225762,0.707646465,-0.588303373,0.518517958,-1.001363969,-2.724169899,-0.807077622,0.790590827,-0.560353767,0.927457405,0.120031766,0.358020931,0.570219367,-0.477630552,0.450662538,-1.696730876,-3.51538438,-0.874778635,0.427689999,3,0
